cpus=12
 template_target-851439 [006] ...1. 1990798.410884: funcgraph_entry:        0.753 us   |  mutex_unlock();
 WebKitWebProces-2162  [007] d..1. 1990799.069532: funcgraph_entry:        0.087 us   |  fpregs_assert_state_consistent();
 WebKitWebProces-2162  [007] ...1. 1990799.069534: funcgraph_entry:        6.347 us   |  __x64_sys_read();
 WebKitWebProces-2162  [007] d..1. 1990799.069541: funcgraph_entry:        0.088 us   |  fpregs_assert_state_consistent();
 WebKitWebProces-2162  [007] ...1. 1990799.069543: funcgraph_entry:        9.224 us   |  __x64_sys_read();
 WebKitWebProces-2162  [007] d..1. 1990799.069553: funcgraph_entry:        0.087 us   |  fpregs_assert_state_consistent();
 WebKitWebProces-2162  [007] ...1. 1990799.069555: funcgraph_entry:        5.241 us   |  __x64_sys_read();
 WebKitWebProces-2162  [007] d..1. 1990799.069561: funcgraph_entry:        0.087 us   |  fpregs_assert_state_consistent();
 WebKitWebProces-2162  [007] ...1. 1990799.069563: funcgraph_entry:        4.856 us   |  __x64_sys_read();
 WebKitWebProces-2162  [007] d..1. 1990799.069568: funcgraph_entry:        0.087 us   |  fpregs_assert_state_consistent();
 WebKitWebProces-2162  [007] ...1. 1990799.069571: funcgraph_entry:        4.643 us   |  __x64_sys_read();
 WebKitWebProces-2162  [007] d..1. 1990799.069576: funcgraph_entry:        0.088 us   |  fpregs_assert_state_consistent();
 WebKitWebProces-2162  [007] ...1. 1990799.069578: funcgraph_entry:        4.737 us   |  __x64_sys_read();
 WebKitWebProces-2162  [007] d..1. 1990799.069583: funcgraph_entry:        0.086 us   |  fpregs_assert_state_consistent();
 WebKitWebProces-2162  [007] ...1. 1990799.069586: funcgraph_entry:        8.446 us   |  __x64_sys_read();
 WebKitWebProces-2162  [007] d..1. 1990799.069594: funcgraph_entry:        0.086 us   |  fpregs_assert_state_consistent();
 WebKitWebProces-2162  [007] ...1. 1990799.069597: funcgraph_entry:        7.265 us   |  __x64_sys_read();
 WebKitWebProces-2162  [007] d..1. 1990799.069604: funcgraph_entry:        0.085 us   |  fpregs_assert_state_consistent();
 WebKitWebProces-2162  [007] ...1. 1990799.069608: funcgraph_entry:        4.837 us   |  __x64_sys_read();
 WebKitWebProces-2162  [007] d..1. 1990799.069613: funcgraph_entry:        0.087 us   |  fpregs_assert_state_consistent();
 WebKitWebProces-2162  [007] ...1. 1990799.069616: funcgraph_entry:        4.826 us   |  __x64_sys_read();
 WebKitWebProces-2162  [007] d..1. 1990799.069620: funcgraph_entry:        0.088 us   |  fpregs_assert_state_consistent();
 WebKitWebProces-2162  [007] ...1. 1990799.069623: funcgraph_entry:        5.264 us   |  __x64_sys_read();
 WebKitWebProces-2162  [007] d..1. 1990799.069629: funcgraph_entry:        0.085 us   |  fpregs_assert_state_consistent();
 WebKitWebProces-2162  [007] ...1. 1990799.069631: funcgraph_entry:      + 12.357 us  |  __x64_sys_read();
 WebKitWebProces-2162  [007] d..1. 1990799.069644: funcgraph_entry:        0.088 us   |  fpregs_assert_state_consistent();
 WebKitWebProces-2162  [007] ...1. 1990799.069646: funcgraph_entry:      + 41.282 us  |  __x64_sys_read();
 WebKitWebProces-2162  [007] d..1. 1990799.069687: funcgraph_entry:        0.086 us   |  fpregs_assert_state_consistent();
 WebKitWebProces-2162  [007] ...1. 1990799.069690: funcgraph_entry:      + 10.452 us  |  __x64_sys_read();
 WebKitWebProces-2162  [007] d..1. 1990799.069701: funcgraph_entry:        0.085 us   |  fpregs_assert_state_consistent();
 WebKitWebProces-2162  [007] ...1. 1990799.069703: funcgraph_entry:      + 63.116 us  |  __x64_sys_read();
 WebKitWebProces-2162  [007] d..1. 1990799.069767: funcgraph_entry:        0.082 us   |  fpregs_assert_state_consistent();
 WebKitWebProces-2162  [007] ...1. 1990799.069769: funcgraph_entry:        9.219 us   |  __x64_sys_read();
 WebKitWebProces-2162  [007] d..1. 1990799.069779: funcgraph_entry:        0.083 us   |  fpregs_assert_state_consistent();
 WebKitWebProces-2162  [007] ...1. 1990799.069781: funcgraph_entry:        9.348 us   |  __x64_sys_read();
 WebKitWebProces-2162  [007] d..1. 1990799.069790: funcgraph_entry:        0.095 us   |  fpregs_assert_state_consistent();
 WebKitWebProces-2162  [007] ...1. 1990799.069795: funcgraph_entry:        4.364 us   |  __x64_sys_read();
 WebKitWebProces-2162  [007] d..1. 1990799.069799: funcgraph_entry:        0.086 us   |  fpregs_assert_state_consistent();
 WebKitWebProces-2162  [007] ...1. 1990799.069803: funcgraph_entry:        5.355 us   |  __x64_sys_read();
 WebKitWebProces-2162  [007] d..1. 1990799.069808: funcgraph_entry:        0.083 us   |  fpregs_assert_state_consistent();
 WebKitWebProces-2162  [007] ...1. 1990799.069811: funcgraph_entry:      + 11.531 us  |  __x64_sys_read();
 WebKitWebProces-2162  [007] d..1. 1990799.069823: funcgraph_entry:        0.082 us   |  fpregs_assert_state_consistent();
 WebKitWebProces-2162  [007] ...1. 1990799.069825: funcgraph_entry:        4.649 us   |  __x64_sys_read();
 WebKitWebProces-2162  [007] d..1. 1990799.069831: funcgraph_entry:        0.631 us   |  fpregs_assert_state_consistent();
 WebKitWebProces-2162  [007] ...1. 1990799.069833: funcgraph_entry:        4.546 us   |  __x64_sys_read();
 WebKitWebProces-2162  [007] d..1. 1990799.069838: funcgraph_entry:        0.081 us   |  fpregs_assert_state_consistent();
 WebKitWebProces-2162  [007] ...1. 1990799.069841: funcgraph_entry:        4.415 us   |  __x64_sys_read();
 WebKitWebProces-2162  [007] d..1. 1990799.069845: funcgraph_entry:        0.082 us   |  fpregs_assert_state_consistent();
 WebKitWebProces-2162  [007] ...1. 1990799.069848: funcgraph_entry:        8.570 us   |  __x64_sys_read();
 WebKitWebProces-2162  [007] d..1. 1990799.069857: funcgraph_entry:        0.082 us   |  fpregs_assert_state_consistent();
 WebKitWebProces-2162  [007] ...1. 1990799.069860: funcgraph_entry:        4.487 us   |  __x64_sys_read();
 WebKitWebProces-2162  [007] d..1. 1990799.069864: funcgraph_entry:        0.082 us   |  fpregs_assert_state_consistent();
 WebKitWebProces-2162  [007] ...1. 1990799.069867: funcgraph_entry:        4.526 us   |  __x64_sys_read();
 WebKitWebProces-2162  [007] d..1. 1990799.069872: funcgraph_entry:        0.084 us   |  fpregs_assert_state_consistent();
 WebKitWebProces-2162  [007] ...1. 1990799.069874: funcgraph_entry:        4.587 us   |  __x64_sys_read();
 WebKitWebProces-2162  [007] d..1. 1990799.069879: funcgraph_entry:        0.093 us   |  fpregs_assert_state_consistent();
 WebKitWebProces-2162  [007] ...1. 1990799.069881: funcgraph_entry:        6.601 us   |  __x64_sys_read();
 WebKitWebProces-2162  [007] d..1. 1990799.069888: funcgraph_entry:        0.082 us   |  fpregs_assert_state_consistent();
 WebKitWebProces-2162  [007] ...1. 1990799.069891: funcgraph_entry:      + 13.788 us  |  __x64_sys_read();
 WebKitWebProces-2162  [007] d..1. 1990799.069905: funcgraph_entry:        0.084 us   |  fpregs_assert_state_consistent();
 WebKitWebProces-2162  [007] ...1. 1990799.069907: funcgraph_entry:        4.598 us   |  __x64_sys_read();
 WebKitWebProces-2162  [007] d..1. 1990799.069912: funcgraph_entry:        0.085 us   |  fpregs_assert_state_consistent();
 WebKitWebProces-2162  [007] ...1. 1990799.069914: funcgraph_entry:        4.535 us   |  __x64_sys_read();
 WebKitWebProces-2162  [007] d..1. 1990799.069919: funcgraph_entry:        0.085 us   |  fpregs_assert_state_consistent();
 WebKitWebProces-2162  [007] ...1. 1990799.069921: funcgraph_entry:        7.052 us   |  __x64_sys_read();
 WebKitWebProces-2162  [007] d..1. 1990799.069928: funcgraph_entry:        0.082 us   |  fpregs_assert_state_consistent();
 WebKitWebProces-2162  [007] ...1. 1990799.069931: funcgraph_entry:      + 12.958 us  |  __x64_sys_read();
 WebKitWebProces-2162  [007] d..1. 1990799.069944: funcgraph_entry:        0.085 us   |  fpregs_assert_state_consistent();
 WebKitWebProces-2162  [007] ...1. 1990799.069947: funcgraph_entry:      + 12.327 us  |  __x64_sys_read();
 WebKitWebProces-2162  [007] d..1. 1990799.069959: funcgraph_entry:        0.085 us   |  fpregs_assert_state_consistent();
 WebKitWebProces-2162  [007] ...1. 1990799.069961: funcgraph_entry:        8.828 us   |  __x64_sys_read();
 WebKitWebProces-2162  [007] d..1. 1990799.069970: funcgraph_entry:        0.084 us   |  fpregs_assert_state_consistent();
 WebKitWebProces-2162  [007] ...1. 1990799.069973: funcgraph_entry:        4.618 us   |  __x64_sys_read();
 WebKitWebProces-2162  [007] d..1. 1990799.069978: funcgraph_entry:        0.081 us   |  fpregs_assert_state_consistent();
 WebKitWebProces-2162  [007] ...1. 1990799.069981: funcgraph_entry:        4.379 us   |  __x64_sys_read();
 WebKitWebProces-2162  [007] d..1. 1990799.069985: funcgraph_entry:        0.083 us   |  fpregs_assert_state_consistent();
 WebKitWebProces-2162  [007] ...1. 1990799.069988: funcgraph_entry:        7.320 us   |  __x64_sys_read();
 WebKitWebProces-2162  [007] d..1. 1990799.069996: funcgraph_entry:        0.083 us   |  fpregs_assert_state_consistent();
 WebKitWebProces-2162  [007] ...1. 1990799.069999: funcgraph_entry:        5.093 us   |  __x64_sys_read();
 WebKitWebProces-2162  [007] d..1. 1990799.070004: funcgraph_entry:        0.083 us   |  fpregs_assert_state_consistent();
 WebKitWebProces-2162  [007] ...1. 1990799.070006: funcgraph_entry:        7.524 us   |  __x64_sys_read();
 WebKitWebProces-2162  [007] d..1. 1990799.070014: funcgraph_entry:        0.081 us   |  fpregs_assert_state_consistent();
 WebKitWebProces-2162  [007] ...1. 1990799.070017: funcgraph_entry:        5.483 us   |  __x64_sys_read();
 WebKitWebProces-2162  [007] d..1. 1990799.070022: funcgraph_entry:        0.083 us   |  fpregs_assert_state_consistent();
 WebKitWebProces-2162  [007] ...1. 1990799.070025: funcgraph_entry:        9.146 us   |  __x64_sys_read();
 WebKitWebProces-2162  [007] d..1. 1990799.070034: funcgraph_entry:        0.085 us   |  fpregs_assert_state_consistent();
 WebKitWebProces-2162  [007] ...1. 1990799.070036: funcgraph_entry:        6.672 us   |  __x64_sys_read();
 WebKitWebProces-2162  [007] d..1. 1990799.070043: funcgraph_entry:        0.081 us   |  fpregs_assert_state_consistent();
 WebKitWebProces-2162  [007] ...1. 1990799.070046: funcgraph_entry:        3.950 us   |  __x64_sys_read();
 WebKitWebProces-2162  [007] d..1. 1990799.070050: funcgraph_entry:        0.083 us   |  fpregs_assert_state_consistent();
 WebKitWebProces-2162  [007] ...1. 1990799.070054: funcgraph_entry:        0.721 us   |  __x64_sys_read();
 WebKitWebProces-2162  [007] d..1. 1990799.070054: funcgraph_entry:        0.081 us   |  fpregs_assert_state_consistent();
 WebKitWebProces-2162  [007] ...1. 1990799.070055: funcgraph_entry:        0.518 us   |  __x64_sys_read();
 WebKitWebProces-2162  [007] d..1. 1990799.070056: funcgraph_entry:        0.082 us   |  fpregs_assert_state_consistent();
 WebKitWebProces-2162  [007] ...1. 1990799.070057: funcgraph_entry:        3.223 us   |  __x64_sys_close();
 WebKitWebProces-2162  [007] d..1. 1990799.070061: funcgraph_entry:        0.081 us   |  fpregs_assert_state_consistent();
 WebKitWebProces-2162  [007] ...1. 1990799.070067: funcgraph_entry:                   |  __x64_sys_ppoll() {
          <idle>-0     [007] ...2. 1990799.070074: funcgraph_exit:       # 155253.849 us |  }
          <idle>-0     [007] ...2. 1990799.070074: funcgraph_entry:                   |  do_idle() {
 .blueman-tray-w-2116  [011] ...1. 1990799.071150: funcgraph_exit:       # 100234.383 us |  }
 .blueman-tray-w-2116  [011] ...1. 1990799.071151: funcgraph_entry:        0.396 us   |  mem_cgroup_handle_over_high();
 .blueman-tray-w-2116  [011] ...1. 1990799.071152: funcgraph_entry:        0.233 us   |  blkcg_maybe_throttle_current();
 .blueman-tray-w-2116  [011] ...1. 1990799.071152: funcgraph_entry:        0.816 us   |  __rseq_handle_notify_resume();
 .blueman-tray-w-2116  [011] d..1. 1990799.071154: funcgraph_entry:        0.230 us   |  fpregs_assert_state_consistent();
 .blueman-tray-w-2116  [011] d..1. 1990799.071154: funcgraph_entry:        1.010 us   |  switch_fpu_return();
 .blueman-tray-w-2116  [011] ...1. 1990799.071200: funcgraph_entry:                   |  __x64_sys_ppoll() {
          <idle>-0     [011] ...2. 1990799.071220: funcgraph_exit:       # 11936.206 us |  }
          <idle>-0     [011] ...2. 1990799.071220: funcgraph_entry:                   |  do_idle() {
           Timer-838879 [011] ...1. 1990799.072722: funcgraph_exit:       # 13446.959 us |  }
           Timer-838879 [011] ...1. 1990799.072722: funcgraph_entry:        0.094 us   |  mem_cgroup_handle_over_high();
           Timer-838879 [011] ...1. 1990799.072722: funcgraph_entry:        0.084 us   |  blkcg_maybe_throttle_current();
           Timer-838879 [011] ...1. 1990799.072723: funcgraph_entry:        0.593 us   |  __rseq_handle_notify_resume();
           Timer-838879 [011] d..1. 1990799.072723: funcgraph_entry:        0.074 us   |  fpregs_assert_state_consistent();
           Timer-838879 [011] d..1. 1990799.072724: funcgraph_entry:        0.438 us   |  switch_fpu_return();
           Timer-838879 [011] ...1. 1990799.072732: funcgraph_entry:        0.764 us   |  syscall_trace_enter();
           Timer-838879 [011] ...1. 1990799.072733: funcgraph_entry:        1.471 us   |  __x64_sys_futex();
           Timer-838879 [011] d..1. 1990799.072734: funcgraph_entry:        0.095 us   |  fpregs_assert_state_consistent();
           Timer-838879 [011] ...1. 1990799.072741: funcgraph_entry:        0.161 us   |  syscall_trace_enter();
           Timer-838879 [011] ...1. 1990799.072742: funcgraph_entry:        6.718 us   |  __x64_sys_write();
           Timer-838879 [011] d..1. 1990799.072748: funcgraph_entry:        0.090 us   |  fpregs_assert_state_consistent();
           Timer-838879 [011] ...1. 1990799.072752: funcgraph_entry:        0.700 us   |  syscall_trace_enter();
           Timer-838879 [011] ...1. 1990799.072752: funcgraph_entry:                   |  __x64_sys_futex() {
          <idle>-0     [011] ...2. 1990799.072759: funcgraph_exit:       # 1538.597 us |  }
          <idle>-0     [011] ...2. 1990799.072759: funcgraph_entry:                   |  do_idle() {
 Isolated Web Co-838827 [001] ...1. 1990799.072849: funcgraph_exit:       # 13540.091 us |  }
 Isolated Web Co-838827 [001] ...1. 1990799.072850: funcgraph_entry:        0.598 us   |  mem_cgroup_handle_over_high();
 Isolated Web Co-838827 [001] ...1. 1990799.072851: funcgraph_entry:        0.416 us   |  blkcg_maybe_throttle_current();
 Isolated Web Co-838827 [001] ...1. 1990799.072852: funcgraph_entry:        1.073 us   |  __rseq_handle_notify_resume();
 Isolated Web Co-838827 [001] d..1. 1990799.072854: funcgraph_entry:        0.387 us   |  fpregs_assert_state_consistent();
 Isolated Web Co-838827 [001] d..1. 1990799.072854: funcgraph_entry:        0.423 us   |  switch_fpu_return();
 Isolated Web Co-838827 [001] ...1. 1990799.072865: funcgraph_entry:        1.299 us   |  syscall_trace_enter();
 Isolated Web Co-838827 [001] ...1. 1990799.072867: funcgraph_entry:        4.530 us   |  __x64_sys_read();
 Isolated Web Co-838827 [001] d..1. 1990799.072872: funcgraph_entry:        0.447 us   |  fpregs_assert_state_consistent();
 Isolated Web Co-838827 [001] ...1. 1990799.072898: funcgraph_entry:        0.808 us   |  syscall_trace_enter();
 Isolated Web Co-838827 [001] ...1. 1990799.072899: funcgraph_entry:        7.734 us   |  __x64_sys_futex();
 Isolated Web Co-838827 [001] d..1. 1990799.072907: funcgraph_entry:        0.355 us   |  fpregs_assert_state_consistent();
           Timer-838879 [011] ...1. 1990799.072950: funcgraph_exit:       ! 197.661 us |  }
           Timer-838879 [011] ...1. 1990799.072951: funcgraph_entry:        0.172 us   |  mem_cgroup_handle_over_high();
           Timer-838879 [011] ...1. 1990799.072951: funcgraph_entry:        0.132 us   |  blkcg_maybe_throttle_current();
           Timer-838879 [011] ...1. 1990799.072952: funcgraph_entry:        0.368 us   |  __rseq_handle_notify_resume();
           Timer-838879 [011] d..1. 1990799.072952: funcgraph_entry:        0.121 us   |  fpregs_assert_state_consistent();
           Timer-838879 [011] d..1. 1990799.072952: funcgraph_entry:        0.134 us   |  switch_fpu_return();
           Timer-838879 [011] ...1. 1990799.072956: funcgraph_entry:        0.584 us   |  syscall_trace_enter();
           Timer-838879 [011] ...1. 1990799.072957: funcgraph_entry:        1.315 us   |  __x64_sys_futex();
           Timer-838879 [011] d..1. 1990799.072959: funcgraph_entry:        0.128 us   |  fpregs_assert_state_consistent();
           Timer-838879 [011] ...1. 1990799.072959: funcgraph_entry:        0.204 us   |  syscall_trace_enter();
           Timer-838879 [011] ...1. 1990799.072959: funcgraph_entry:                   |  __x64_sys_futex() {
 Isolated Web Co-838827 [001] d..1. 1990799.072964: funcgraph_entry:        0.760 us   |  irq_enter_rcu();
 Isolated Web Co-838827 [001] d.h1. 1990799.072965: funcgraph_entry:                   |  __sysvec_apic_timer_interrupt() {
          <idle>-0     [011] ...2. 1990799.072973: funcgraph_exit:       ! 213.435 us |  }
          <idle>-0     [011] ...2. 1990799.072973: funcgraph_entry:                   |  do_idle() {
 Isolated Web Co-838827 [001] d.h1. 1990799.072992: funcgraph_exit:       + 26.677 us  |  }
 Isolated Web Co-838827 [001] d.h1. 1990799.072993: funcgraph_entry:      + 11.050 us  |  irq_exit_rcu();
 Isolated Web Co-838827 [001] ...1. 1990799.073004: funcgraph_entry:        8.927 us   |  task_work_run();
 Isolated Web Co-838827 [001] ...1. 1990799.073014: funcgraph_entry:        0.360 us   |  mem_cgroup_handle_over_high();
 Isolated Web Co-838827 [001] ...1. 1990799.073015: funcgraph_entry:        0.352 us   |  blkcg_maybe_throttle_current();
 Isolated Web Co-838827 [001] ...1. 1990799.073015: funcgraph_entry:        0.593 us   |  __rseq_handle_notify_resume();
 Isolated Web Co-838827 [001] d..1. 1990799.073016: funcgraph_entry:        0.354 us   |  fpregs_assert_state_consistent();
 Isolated Web Co-838827 [001] ...1. 1990799.073029: funcgraph_entry:        0.764 us   |  syscall_trace_enter();
 Isolated Web Co-838827 [001] ...1. 1990799.073031: funcgraph_entry:        4.335 us   |  __x64_sys_futex();
 Isolated Web Co-838827 [001] d..1. 1990799.073035: funcgraph_entry:        0.359 us   |  fpregs_assert_state_consistent();
          <idle>-0     [000] ...2. 1990799.073063: funcgraph_exit:       # 12041.961 us |  }
          <idle>-0     [000] ...2. 1990799.073064: funcgraph_entry:                   |  do_idle() {
 Isolated Web Co-838827 [001] ...1. 1990799.073065: funcgraph_entry:        0.758 us   |  syscall_trace_enter();
 Isolated Web Co-838827 [001] ...1. 1990799.073067: funcgraph_entry:        3.842 us   |  __x64_sys_write();
 Isolated Web Co-838827 [001] d..1. 1990799.073071: funcgraph_entry:        0.359 us   |  fpregs_assert_state_consistent();
 Isolated Web Co-838827 [001] ...1. 1990799.073084: funcgraph_entry:        0.769 us   |  syscall_trace_enter();
 Isolated Web Co-838827 [001] ...1. 1990799.073085: funcgraph_entry:        2.929 us   |  __x64_sys_poll();
 Isolated Web Co-838827 [001] d..1. 1990799.073089: funcgraph_entry:        0.359 us   |  fpregs_assert_state_consistent();
 Isolated Web Co-838827 [001] ...1. 1990799.073091: funcgraph_entry:        0.675 us   |  syscall_trace_enter();
 Isolated Web Co-838827 [001] ...1. 1990799.073092: funcgraph_entry:        2.191 us   |  __x64_sys_read();
 Isolated Web Co-838827 [001] d..1. 1990799.073095: funcgraph_entry:        0.463 us   |  fpregs_assert_state_consistent();
 Isolated Web Co-838827 [001] ...1. 1990799.073097: funcgraph_entry:        0.151 us   |  syscall_trace_enter();
 Isolated Web Co-838827 [001] ...1. 1990799.073097: funcgraph_entry:        0.458 us   |  __x64_sys_poll();
 Isolated Web Co-838827 [001] d..1. 1990799.073098: funcgraph_entry:        0.077 us   |  fpregs_assert_state_consistent();
 Isolated Web Co-838827 [001] ...1. 1990799.073100: funcgraph_entry:        0.170 us   |  syscall_trace_enter();
 Isolated Web Co-838827 [001] ...1. 1990799.073100: funcgraph_entry:                   |  __x64_sys_poll() {
          <idle>-0     [001] ...2. 1990799.073106: funcgraph_exit:       # 13787.520 us |  }
          <idle>-0     [001] ...2. 1990799.073106: funcgraph_entry:                   |  do_idle() {
           Timer-838879 [011] ...1. 1990799.073118: funcgraph_exit:       ! 158.839 us |  }
           Timer-838879 [011] ...1. 1990799.073119: funcgraph_entry:        0.175 us   |  mem_cgroup_handle_over_high();
           Timer-838879 [011] ...1. 1990799.073119: funcgraph_entry:        0.132 us   |  blkcg_maybe_throttle_current();
           Timer-838879 [011] ...1. 1990799.073119: funcgraph_entry:        0.275 us   |  __rseq_handle_notify_resume();
           Timer-838879 [011] d..1. 1990799.073120: funcgraph_entry:        0.118 us   |  fpregs_assert_state_consistent();
           Timer-838879 [011] d..1. 1990799.073120: funcgraph_entry:        0.135 us   |  switch_fpu_return();
           Timer-838879 [011] ...1. 1990799.073122: funcgraph_entry:        0.459 us   |  syscall_trace_enter();
           Timer-838879 [011] ...1. 1990799.073123: funcgraph_entry:        0.907 us   |  __x64_sys_futex();
           Timer-838879 [011] d..1. 1990799.073124: funcgraph_entry:        0.144 us   |  fpregs_assert_state_consistent();
           Timer-838879 [011] ...1. 1990799.073125: funcgraph_entry:        0.210 us   |  syscall_trace_enter();
           Timer-838879 [011] ...1. 1990799.073125: funcgraph_entry:                   |  __x64_sys_futex() {
          <idle>-0     [011] ...2. 1990799.073134: funcgraph_exit:       ! 160.768 us |  }
          <idle>-0     [011] ...2. 1990799.073134: funcgraph_entry:                   |  do_idle() {
      TimerQueue-816730 [006] ...1. 1990799.084078: funcgraph_exit:       # 15120.487 us |  }
      TimerQueue-816730 [006] ...1. 1990799.084080: funcgraph_entry:        0.655 us   |  mem_cgroup_handle_over_high();
      TimerQueue-816730 [006] ...1. 1990799.084081: funcgraph_entry:        0.417 us   |  blkcg_maybe_throttle_current();
      TimerQueue-816730 [006] ...1. 1990799.084082: funcgraph_entry:        1.206 us   |  __rseq_handle_notify_resume();
      TimerQueue-816730 [006] d..1. 1990799.084083: funcgraph_entry:        0.398 us   |  fpregs_assert_state_consistent();
      TimerQueue-816730 [006] d..1. 1990799.084084: funcgraph_entry:        0.842 us   |  switch_fpu_return();
      TimerQueue-816730 [006] ...1. 1990799.084091: funcgraph_entry:        4.381 us   |  __x64_sys_futex();
      TimerQueue-816730 [006] d..1. 1990799.084096: funcgraph_entry:        0.417 us   |  fpregs_assert_state_consistent();
      TimerQueue-816730 [006] ...1. 1990799.084153: funcgraph_entry:        7.251 us   |  __x64_sys_futex();
      TimerQueue-816730 [006] d..1. 1990799.084161: funcgraph_entry:        0.369 us   |  fpregs_assert_state_consistent();
      TimerQueue-816730 [006] ...1. 1990799.084168: funcgraph_entry:                   |  __x64_sys_futex() {
          <idle>-0     [006] ...2. 1990799.084197: funcgraph_exit:       # 15194.619 us |  }
          <idle>-0     [006] ...2. 1990799.084198: funcgraph_entry:                   |  do_idle() {
 AWT-EventQueue--816729 [005] ...1. 1990799.084235: funcgraph_exit:       # 15361.219 us |  }
 AWT-EventQueue--816729 [005] ...1. 1990799.084236: funcgraph_entry:        0.174 us   |  mem_cgroup_handle_over_high();
 AWT-EventQueue--816729 [005] ...1. 1990799.084236: funcgraph_entry:        0.128 us   |  blkcg_maybe_throttle_current();
 AWT-EventQueue--816729 [005] ...1. 1990799.084236: funcgraph_entry:        0.704 us   |  __rseq_handle_notify_resume();
 AWT-EventQueue--816729 [005] d..1. 1990799.084237: funcgraph_entry:        0.126 us   |  fpregs_assert_state_consistent();
 AWT-EventQueue--816729 [005] d..1. 1990799.084238: funcgraph_entry:        0.141 us   |  switch_fpu_return();
 AWT-EventQueue--816729 [005] ...1. 1990799.084239: funcgraph_entry:        1.705 us   |  __x64_sys_futex();
 AWT-EventQueue--816729 [005] d..1. 1990799.084241: funcgraph_entry:        0.133 us   |  fpregs_assert_state_consistent();
 AWT-EventQueue--816729 [005] ...1. 1990799.084264: funcgraph_entry:        2.470 us   |  __x64_sys_futex();
 AWT-EventQueue--816729 [005] d..1. 1990799.084267: funcgraph_entry:        0.118 us   |  fpregs_assert_state_consistent();
 AWT-EventQueue--816729 [005] ...1. 1990799.084273: funcgraph_entry:                   |  __x64_sys_futex() {
          <idle>-0     [005] ...2. 1990799.084281: funcgraph_exit:       # 15383.813 us |  }
          <idle>-0     [005] ...2. 1990799.084281: funcgraph_entry:                   |  do_idle() {
      TimerQueue-816730 [006] ...1. 1990799.084339: funcgraph_exit:       ! 169.910 us |  }
      TimerQueue-816730 [006] ...1. 1990799.084340: funcgraph_entry:        0.567 us   |  mem_cgroup_handle_over_high();
      TimerQueue-816730 [006] ...1. 1990799.084341: funcgraph_entry:        0.417 us   |  blkcg_maybe_throttle_current();
      TimerQueue-816730 [006] ...1. 1990799.084342: funcgraph_entry:        0.762 us   |  __rseq_handle_notify_resume();
      TimerQueue-816730 [006] d..1. 1990799.084343: funcgraph_entry:        0.403 us   |  fpregs_assert_state_consistent();
      TimerQueue-816730 [006] d..1. 1990799.084344: funcgraph_entry:        0.408 us   |  switch_fpu_return();
      TimerQueue-816730 [006] ...1. 1990799.084347: funcgraph_entry:        3.325 us   |  __x64_sys_futex();
      TimerQueue-816730 [006] d..1. 1990799.084351: funcgraph_entry:        0.416 us   |  fpregs_assert_state_consistent();
      TimerQueue-816730 [006] ...1. 1990799.084358: funcgraph_entry:                   |  __x64_sys_futex() {
          <idle>-0     [006] ...2. 1990799.084383: funcgraph_exit:       ! 184.583 us |  }
          <idle>-0     [006] ...2. 1990799.084383: funcgraph_entry:                   |  do_idle() {
    kworker/6:1H-168   [006] ...1. 1990799.087035: funcgraph_exit:       # 627232.167 us |  }
    kworker/6:1H-168   [006] ...1. 1990799.087036: funcgraph_entry:        0.180 us   |  _raw_spin_lock_irq();
    kworker/6:1H-168   [006] d..2. 1990799.087037: funcgraph_entry:        0.161 us   |  worker_leave_idle();
    kworker/6:1H-168   [006] d..2. 1990799.087037: funcgraph_entry:        0.107 us   |  move_linked_works();
    kworker/6:1H-168   [006] d..2. 1990799.087037: funcgraph_entry:        9.526 us   |  process_one_work();
    kworker/6:1H-168   [006] d..2. 1990799.087047: funcgraph_entry:        0.112 us   |  worker_enter_idle();
    kworker/6:1H-168   [006] d..2. 1990799.087047: funcgraph_entry:        0.078 us   |  _raw_spin_unlock_irq();
    kworker/6:1H-168   [006] ...1. 1990799.087047: funcgraph_entry:                   |  schedule() {
     kworker/6:2-835617 [006] ...1. 1990799.087051: funcgraph_exit:       # 256012.321 us |  }
     kworker/6:2-835617 [006] ...1. 1990799.087051: funcgraph_entry:        0.085 us   |  _raw_spin_lock_irq();
     kworker/6:2-835617 [006] d..2. 1990799.087051: funcgraph_entry:        0.243 us   |  worker_leave_idle();
     kworker/6:2-835617 [006] d..2. 1990799.087052: funcgraph_entry:        0.082 us   |  move_linked_works();
     kworker/6:2-835617 [006] d..2. 1990799.087052: funcgraph_entry:        5.969 us   |  process_one_work();
     kworker/6:2-835617 [006] d..2. 1990799.087058: funcgraph_entry:        0.152 us   |  move_linked_works();
     kworker/6:2-835617 [006] d..2. 1990799.087058: funcgraph_entry:        4.079 us   |  process_one_work();
     kworker/6:2-835617 [006] d..2. 1990799.087062: funcgraph_entry:        0.098 us   |  worker_enter_idle();
     kworker/6:2-835617 [006] d..2. 1990799.087063: funcgraph_entry:        0.076 us   |  _raw_spin_unlock_irq();
     kworker/6:2-835617 [006] ...1. 1990799.087063: funcgraph_entry:                   |  schedule() {
          <idle>-0     [006] ...2. 1990799.087079: funcgraph_exit:       # 2695.708 us |  }
          <idle>-0     [006] ...2. 1990799.087079: funcgraph_entry:                   |  do_idle() {
          <idle>-0     [000] ...2. 1990799.087094: funcgraph_exit:       # 14030.196 us |  }
